time,target_ids,target_ranges,target_speeds,bin_target_speeds
2025-10-29T20:38:33.419477+00:00,"[144, 0, 0, 0, 0, 0]","[17, 0, 0, 0, 0, 0]","[12.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['00110000', '', '', '', '', '']"
2025-10-29T20:38:33.517041+00:00,"[144, 0, 0, 0, 0, 0]","[16, 0, 0, 0, 0, 0]","[11.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00101111', '', '', '', '', '']"
2025-10-29T20:38:33.614495+00:00,"[144, 0, 0, 0, 0, 0]","[14, 0, 0, 0, 0, 0]","[11.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00101110', '', '', '', '', '']"
2025-10-29T20:38:33.711985+00:00,"[144, 0, 0, 0, 0, 0]","[13, 0, 0, 0, 0, 0]","[11.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00101110', '', '', '', '', '']"
2025-10-29T20:38:33.858280+00:00,"[144, 0, 0, 0, 0, 0]","[12, 0, 0, 0, 0, 0]","[11.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00101101', '', '', '', '', '']"
2025-10-29T20:38:34.004504+00:00,"[144, 0, 0, 0, 0, 0]","[11, 0, 0, 0, 0, 0]","[11.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['00101100', '', '', '', '', '']"
2025-10-29T20:38:34.102500+00:00,"[144, 0, 0, 0, 0, 0]","[10, 0, 0, 0, 0, 0]","[10.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00101011', '', '', '', '', '']"
2025-10-29T20:38:34.248235+00:00,"[144, 0, 0, 0, 0, 0]","[9, 0, 0, 0, 0, 0]","[10.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00101001', '', '', '', '', '']"
2025-10-29T20:38:34.345740+00:00,"[144, 0, 0, 0, 0, 0]","[8, 0, 0, 0, 0, 0]","[10.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['00101000', '', '', '', '', '']"
2025-10-29T20:38:34.492043+00:00,"[144, 0, 0, 0, 0, 0]","[8, 0, 0, 0, 0, 0]","[9.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00100110', '', '', '', '', '']"
2025-10-29T20:38:34.589508+00:00,"[144, 0, 0, 0, 0, 0]","[8, 0, 0, 0, 0, 0]","[8.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00100011', '', '', '', '', '']"
2025-10-29T20:38:34.735749+00:00,"[144, 0, 0, 0, 0, 0]","[8, 0, 0, 0, 0, 0]","[8.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['00100000', '', '', '', '', '']"
2025-10-29T20:38:34.833281+00:00,"[144, 0, 0, 0, 0, 0]","[8, 0, 0, 0, 0, 0]","[7.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011101', '', '', '', '', '']"
2025-10-29T20:38:34.979516+00:00,"[144, 0, 0, 0, 0, 0]","[7, 0, 0, 0, 0, 0]","[7.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011101', '', '', '', '', '']"
2025-10-29T20:38:35.174518+00:00,"[144, 0, 0, 0, 0, 0]","[6, 0, 0, 0, 0, 0]","[7.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011101', '', '', '', '', '']"
2025-10-29T20:38:35.272023+00:00,"[144, 0, 0, 0, 0, 0]","[5, 0, 0, 0, 0, 0]","[7.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011101', '', '', '', '', '']"
2025-10-29T20:38:35.369518+00:00,"[144, 0, 0, 0, 0, 0]","[4, 0, 0, 0, 0, 0]","[7.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011101', '', '', '', '', '']"
2025-10-29T20:38:35.467045+00:00,"[144, 0, 0, 0, 0, 0]","[3, 0, 0, 0, 0, 0]","[7.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011101', '', '', '', '', '']"
2025-10-29T20:38:35.613270+00:00,"[144, 0, 0, 0, 0, 0]","[2, 0, 0, 0, 0, 0]","[7.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011101', '', '', '', '', '']"
2025-10-29T20:38:35.710868+00:00,"[144, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0]","[7.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011101', '', '', '', '', '']"
2025-10-29T20:38:35.857052+00:00,"[144, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[7.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011101', '', '', '', '', '']"
2025-10-29T20:44:14.722085+00:00,"[184, 0, 0, 0, 0, 0]","[133, 0, 0, 0, 0, 0]","[6.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011000', '', '', '', '', '']"
2025-10-29T20:44:14.868346+00:00,"[184, 0, 0, 0, 0, 0]","[132, 0, 0, 0, 0, 0]","[6.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011000', '', '', '', '', '']"
2025-10-29T20:44:14.965833+00:00,"[184, 0, 0, 0, 0, 0]","[131, 0, 0, 0, 0, 0]","[6.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011000', '', '', '', '', '']"
2025-10-29T20:44:15.160824+00:00,"[184, 0, 0, 0, 0, 0]","[131, 0, 0, 0, 0, 0]","[6.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011000', '', '', '', '', '']"
2025-10-29T20:44:15.258331+00:00,"[184, 0, 0, 0, 0, 0]","[130, 0, 0, 0, 0, 0]","[6.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011001', '', '', '', '', '']"
2025-10-29T20:44:15.355839+00:00,"[184, 0, 0, 0, 0, 0]","[129, 0, 0, 0, 0, 0]","[6.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011001', '', '', '', '', '']"
2025-10-29T20:44:15.502138+00:00,"[184, 0, 0, 0, 0, 0]","[128, 0, 0, 0, 0, 0]","[6.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011001', '', '', '', '', '']"
2025-10-29T20:44:15.599592+00:00,"[184, 0, 0, 0, 0, 0]","[128, 0, 0, 0, 0, 0]","[6.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011001', '', '', '', '', '']"
2025-10-29T20:44:15.745841+00:00,"[184, 0, 0, 0, 0, 0]","[127, 0, 0, 0, 0, 0]","[6.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011001', '', '', '', '', '']"
2025-10-29T20:44:15.843350+00:00,"[184, 0, 0, 0, 0, 0]","[126, 0, 0, 0, 0, 0]","[6.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011010', '', '', '', '', '']"
2025-10-29T20:44:15.989594+00:00,"[184, 0, 0, 0, 0, 0]","[125, 0, 0, 0, 0, 0]","[6.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011010', '', '', '', '', '']"
2025-10-29T20:44:16.087589+00:00,"[184, 0, 0, 0, 0, 0]","[125, 0, 0, 0, 0, 0]","[6.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011010', '', '', '', '', '']"
2025-10-29T20:44:16.282093+00:00,"[184, 0, 0, 0, 0, 0]","[124, 0, 0, 0, 0, 0]","[6.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011010', '', '', '', '', '']"
2025-10-29T20:44:16.379535+00:00,"[184, 0, 0, 0, 0, 0]","[123, 0, 0, 0, 0, 0]","[6.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011010', '', '', '', '', '']"
2025-10-29T20:44:16.477135+00:00,"[184, 0, 0, 0, 0, 0]","[122, 0, 0, 0, 0, 0]","[6.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011010', '', '', '', '', '']"
2025-10-29T20:44:16.623348+00:00,"[184, 0, 0, 0, 0, 0]","[122, 0, 0, 0, 0, 0]","[6.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011011', '', '', '', '', '']"
2025-10-29T20:44:16.720801+00:00,"[184, 0, 0, 0, 0, 0]","[121, 0, 0, 0, 0, 0]","[6.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011011', '', '', '', '', '']"
2025-10-29T20:44:16.867102+00:00,"[184, 0, 0, 0, 0, 0]","[120, 0, 0, 0, 0, 0]","[6.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011011', '', '', '', '', '']"
2025-10-29T20:44:16.964591+00:00,"[184, 0, 0, 0, 0, 0]","[119, 0, 0, 0, 0, 0]","[6.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011011', '', '', '', '', '']"
2025-10-29T20:44:17.159579+00:00,"[184, 0, 0, 0, 0, 0]","[118, 0, 0, 0, 0, 0]","[6.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011011', '', '', '', '', '']"
2025-10-29T20:44:17.257128+00:00,"[184, 0, 0, 0, 0, 0]","[117, 0, 0, 0, 0, 0]","[7.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011100', '', '', '', '', '']"
2025-10-29T20:44:17.354590+00:00,"[184, 0, 0, 0, 0, 0]","[117, 0, 0, 0, 0, 0]","[7.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011100', '', '', '', '', '']"
2025-10-29T20:44:17.500887+00:00,"[184, 0, 0, 0, 0, 0]","[116, 0, 0, 0, 0, 0]","[7.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011100', '', '', '', '', '']"
2025-10-29T20:44:17.598352+00:00,"[184, 0, 0, 0, 0, 0]","[115, 0, 0, 0, 0, 0]","[7.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011100', '', '', '', '', '']"
2025-10-29T20:44:17.744594+00:00,"[184, 0, 0, 0, 0, 0]","[114, 0, 0, 0, 0, 0]","[7.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011100', '', '', '', '', '']"
2025-10-29T20:44:17.842099+00:00,"[184, 0, 0, 0, 0, 0]","[113, 0, 0, 0, 0, 0]","[7.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011100', '', '', '', '', '']"
2025-10-29T20:44:17.988354+00:00,"[184, 0, 0, 0, 0, 0]","[112, 0, 0, 0, 0, 0]","[7.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011100', '', '', '', '', '']"
2025-10-29T20:44:18.183297+00:00,"[184, 0, 0, 0, 0, 0]","[111, 0, 0, 0, 0, 0]","[7.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011100', '', '', '', '', '']"
2025-10-29T20:44:18.280862+00:00,"[184, 0, 0, 0, 0, 0]","[111, 0, 0, 0, 0, 0]","[7.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011100', '', '', '', '', '']"
2025-10-29T20:44:18.378362+00:00,"[184, 0, 0, 0, 0, 0]","[110, 0, 0, 0, 0, 0]","[7.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011101', '', '', '', '', '']"
2025-10-29T20:44:18.475920+00:00,"[184, 0, 0, 0, 0, 0]","[109, 0, 0, 0, 0, 0]","[7.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011101', '', '', '', '', '']"
2025-10-29T20:44:18.622121+00:00,"[184, 0, 0, 0, 0, 0]","[109, 0, 0, 0, 0, 0]","[7.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011110', '', '', '', '', '']"
2025-10-29T20:44:18.719698+00:00,"[184, 0, 0, 0, 0, 0]","[108, 0, 0, 0, 0, 0]","[7.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011110', '', '', '', '', '']"
2025-10-29T20:44:18.865911+00:00,"[184, 0, 0, 0, 0, 0]","[107, 0, 0, 0, 0, 0]","[7.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011110', '', '', '', '', '']"
2025-10-29T20:44:18.963370+00:00,"[184, 0, 0, 0, 0, 0]","[106, 0, 0, 0, 0, 0]","[7.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011110', '', '', '', '', '']"
2025-10-29T20:44:19.158341+00:00,"[184, 0, 0, 0, 0, 0]","[105, 0, 0, 0, 0, 0]","[7.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011110', '', '', '', '', '']"
2025-10-29T20:44:19.255860+00:00,"[184, 0, 0, 0, 0, 0]","[104, 0, 0, 0, 0, 0]","[7.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011110', '', '', '', '', '']"
2025-10-29T20:44:19.353356+00:00,"[184, 0, 0, 0, 0, 0]","[104, 0, 0, 0, 0, 0]","[7.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011110', '', '', '', '', '']"
2025-10-29T20:44:19.499643+00:00,"[184, 0, 0, 0, 0, 0]","[103, 0, 0, 0, 0, 0]","[7.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011110', '', '', '', '', '']"
2025-10-29T20:44:19.597136+00:00,"[184, 0, 0, 0, 0, 0]","[102, 0, 0, 0, 0, 0]","[7.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011110', '', '', '', '', '']"
2025-10-29T20:44:19.743376+00:00,"[184, 0, 0, 0, 0, 0]","[101, 0, 0, 0, 0, 0]","[7.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011110', '', '', '', '', '']"
2025-10-29T20:44:19.840872+00:00,"[184, 0, 0, 0, 0, 0]","[100, 0, 0, 0, 0, 0]","[7.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011111', '', '', '', '', '']"
2025-10-29T20:44:19.987123+00:00,"[184, 0, 0, 0, 0, 0]","[99, 0, 0, 0, 0, 0]","[7.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011111', '', '', '', '', '']"
2025-10-29T20:44:20.085133+00:00,"[184, 0, 0, 0, 0, 0]","[99, 0, 0, 0, 0, 0]","[7.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011111', '', '', '', '', '']"
2025-10-29T20:44:20.230873+00:00,"[184, 0, 0, 0, 0, 0]","[98, 0, 0, 0, 0, 0]","[7.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011111', '', '', '', '', '']"
2025-10-29T20:44:20.377181+00:00,"[184, 0, 0, 0, 0, 0]","[97, 0, 0, 0, 0, 0]","[7.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011111', '', '', '', '', '']"
2025-10-29T20:44:20.474670+00:00,"[184, 0, 0, 0, 0, 0]","[96, 0, 0, 0, 0, 0]","[7.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011111', '', '', '', '', '']"
2025-10-29T20:44:20.620884+00:00,"[184, 0, 0, 0, 0, 0]","[95, 0, 0, 0, 0, 0]","[7.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011111', '', '', '', '', '']"
2025-10-29T20:44:20.718377+00:00,"[184, 0, 0, 0, 0, 0]","[94, 0, 0, 0, 0, 0]","[7.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011111', '', '', '', '', '']"
2025-10-29T20:44:20.913387+00:00,"[184, 0, 0, 0, 0, 0]","[94, 0, 0, 0, 0, 0]","[7.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011111', '', '', '', '', '']"
2025-10-29T20:44:21.010879+00:00,"[184, 0, 0, 0, 0, 0]","[93, 0, 0, 0, 0, 0]","[7.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011111', '', '', '', '', '']"
2025-10-29T20:44:21.157636+00:00,"[184, 0, 0, 0, 0, 0]","[92, 0, 0, 0, 0, 0]","[7.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011111', '', '', '', '', '']"
2025-10-29T20:44:21.254630+00:00,"[184, 0, 0, 0, 0, 0]","[91, 0, 0, 0, 0, 0]","[7.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011110', '', '', '', '', '']"
2025-10-29T20:44:21.352131+00:00,"[184, 0, 0, 0, 0, 0]","[90, 0, 0, 0, 0, 0]","[7.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011110', '', '', '', '', '']"
2025-10-29T20:44:21.498415+00:00,"[184, 0, 0, 0, 0, 0]","[89, 0, 0, 0, 0, 0]","[7.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011110', '', '', '', '', '']"
2025-10-29T20:44:21.595888+00:00,"[184, 0, 0, 0, 0, 0]","[88, 0, 0, 0, 0, 0]","[7.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011110', '', '', '', '', '']"
2025-10-29T20:44:21.742145+00:00,"[184, 0, 0, 0, 0, 0]","[87, 0, 0, 0, 0, 0]","[7.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011110', '', '', '', '', '']"
2025-10-29T20:44:21.839638+00:00,"[184, 0, 0, 0, 0, 0]","[86, 0, 0, 0, 0, 0]","[7.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011110', '', '', '', '', '']"
2025-10-29T20:44:21.985890+00:00,"[184, 0, 0, 0, 0, 0]","[85, 0, 0, 0, 0, 0]","[7.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011110', '', '', '', '', '']"
2025-10-29T20:44:22.083894+00:00,"[184, 0, 0, 0, 0, 0]","[85, 0, 0, 0, 0, 0]","[7.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011110', '', '', '', '', '']"
2025-10-29T20:44:22.229643+00:00,"[184, 0, 0, 0, 0, 0]","[84, 0, 0, 0, 0, 0]","[7.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011110', '', '', '', '', '']"
2025-10-29T20:44:22.375892+00:00,"[184, 0, 0, 0, 0, 0]","[83, 0, 0, 0, 0, 0]","[7.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011110', '', '', '', '', '']"
2025-10-29T20:44:22.473423+00:00,"[184, 0, 0, 0, 0, 0]","[82, 0, 0, 0, 0, 0]","[7.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011110', '', '', '', '', '']"
2025-10-29T20:44:22.619660+00:00,"[184, 0, 0, 0, 0, 0]","[81, 0, 0, 0, 0, 0]","[7.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011110', '', '', '', '', '']"
2025-10-29T20:44:22.717081+00:00,"[184, 0, 0, 0, 0, 0]","[80, 0, 0, 0, 0, 0]","[7.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011110', '', '', '', '', '']"
2025-10-29T20:44:22.863425+00:00,"[184, 0, 0, 0, 0, 0]","[80, 0, 0, 0, 0, 0]","[7.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011110', '', '', '', '', '']"
2025-10-29T20:44:22.960937+00:00,"[184, 0, 0, 0, 0, 0]","[79, 0, 0, 0, 0, 0]","[7.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011110', '', '', '', '', '']"
2025-10-29T20:44:23.155925+00:00,"[184, 0, 0, 0, 0, 0]","[78, 0, 0, 0, 0, 0]","[7.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011110', '', '', '', '', '']"
2025-10-29T20:44:23.253450+00:00,"[184, 0, 0, 0, 0, 0]","[77, 0, 0, 0, 0, 0]","[7.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011110', '', '', '', '', '']"
2025-10-29T20:44:23.350836+00:00,"[184, 0, 0, 0, 0, 0]","[76, 0, 0, 0, 0, 0]","[7.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011110', '', '', '', '', '']"
2025-10-29T20:44:23.497232+00:00,"[184, 0, 0, 0, 0, 0]","[75, 0, 0, 0, 0, 0]","[7.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011110', '', '', '', '', '']"
2025-10-29T20:44:23.594635+00:00,"[184, 0, 0, 0, 0, 0]","[74, 0, 0, 0, 0, 0]","[7.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011110', '', '', '', '', '']"
2025-10-29T20:44:23.740849+00:00,"[184, 0, 0, 0, 0, 0]","[73, 0, 0, 0, 0, 0]","[7.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011110', '', '', '', '', '']"
2025-10-29T20:44:23.838440+00:00,"[184, 0, 0, 0, 0, 0]","[73, 0, 0, 0, 0, 0]","[7.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011110', '', '', '', '', '']"
2025-10-29T20:44:23.984691+00:00,"[184, 0, 0, 0, 0, 0]","[72, 0, 0, 0, 0, 0]","[7.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011110', '', '', '', '', '']"
2025-10-29T20:44:24.179659+00:00,"[184, 0, 0, 0, 0, 0]","[71, 0, 0, 0, 0, 0]","[7.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011110', '', '', '', '', '']"
2025-10-29T20:44:24.277103+00:00,"[184, 0, 0, 0, 0, 0]","[70, 0, 0, 0, 0, 0]","[7.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011110', '', '', '', '', '']"
2025-10-29T20:44:24.374616+00:00,"[184, 0, 0, 0, 0, 0]","[69, 0, 0, 0, 0, 0]","[7.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011110', '', '', '', '', '']"
2025-10-29T20:44:24.472208+00:00,"[184, 0, 0, 0, 0, 0]","[68, 0, 0, 0, 0, 0]","[7.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011110', '', '', '', '', '']"
2025-10-29T20:44:24.618439+00:00,"[184, 0, 0, 0, 0, 0]","[67, 0, 0, 0, 0, 0]","[7.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011110', '', '', '', '', '']"
2025-10-29T20:44:24.715886+00:00,"[184, 0, 0, 0, 0, 0]","[66, 0, 0, 0, 0, 0]","[7.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011110', '', '', '', '', '']"
2025-10-29T20:44:24.862203+00:00,"[184, 0, 0, 0, 0, 0]","[66, 0, 0, 0, 0, 0]","[7.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011110', '', '', '', '', '']"
2025-10-29T20:44:24.959687+00:00,"[184, 0, 0, 0, 0, 0]","[65, 0, 0, 0, 0, 0]","[7.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011110', '', '', '', '', '']"
2025-10-29T20:44:25.154668+00:00,"[184, 0, 0, 0, 0, 0]","[64, 0, 0, 0, 0, 0]","[7.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011110', '', '', '', '', '']"
2025-10-29T20:44:25.252185+00:00,"[184, 0, 0, 0, 0, 0]","[63, 0, 0, 0, 0, 0]","[7.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011110', '', '', '', '', '']"
2025-10-29T20:44:25.349688+00:00,"[184, 0, 0, 0, 0, 0]","[62, 0, 0, 0, 0, 0]","[7.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011110', '', '', '', '', '']"
2025-10-29T20:44:25.495971+00:00,"[184, 0, 0, 0, 0, 0]","[61, 0, 0, 0, 0, 0]","[7.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011110', '', '', '', '', '']"
2025-10-29T20:44:25.593448+00:00,"[184, 0, 0, 0, 0, 0]","[60, 0, 0, 0, 0, 0]","[7.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011110', '', '', '', '', '']"
2025-10-29T20:44:25.739653+00:00,"[184, 0, 0, 0, 0, 0]","[59, 0, 0, 0, 0, 0]","[7.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011110', '', '', '', '', '']"
2025-10-29T20:44:25.837148+00:00,"[184, 0, 0, 0, 0, 0]","[58, 0, 0, 0, 0, 0]","[7.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011110', '', '', '', '', '']"
2025-10-29T20:44:25.983447+00:00,"[184, 0, 0, 0, 0, 0]","[57, 0, 0, 0, 0, 0]","[7.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011110', '', '', '', '', '']"
2025-10-29T20:44:26.129684+00:00,"[184, 0, 0, 0, 0, 0]","[56, 0, 0, 0, 0, 0]","[7.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011110', '', '', '', '', '']"
2025-10-29T20:44:26.227194+00:00,"[184, 0, 0, 0, 0, 0]","[55, 0, 0, 0, 0, 0]","[7.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011101', '', '', '', '', '']"
2025-10-29T20:44:26.373418+00:00,"[184, 0, 0, 0, 0, 0]","[54, 0, 0, 0, 0, 0]","[7.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011101', '', '', '', '', '']"
2025-10-29T20:44:26.470976+00:00,"[184, 0, 0, 0, 0, 0]","[54, 0, 0, 0, 0, 0]","[7.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011110', '', '', '', '', '']"
2025-10-29T20:44:26.617125+00:00,"[184, 0, 0, 0, 0, 0]","[53, 0, 0, 0, 0, 0]","[7.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011110', '', '', '', '', '']"
2025-10-29T20:44:26.812214+00:00,"[184, 0, 0, 0, 0, 0]","[52, 0, 0, 0, 0, 0]","[7.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011110', '', '', '', '', '']"
2025-10-29T20:44:26.909700+00:00,"[184, 0, 0, 0, 0, 0]","[51, 0, 0, 0, 0, 0]","[7.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011110', '', '', '', '', '']"
2025-10-29T20:44:27.007178+00:00,"[184, 0, 0, 0, 0, 0]","[50, 0, 0, 0, 0, 0]","[7.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011101', '', '', '', '', '']"
2025-10-29T20:44:27.153349+00:00,"[184, 0, 0, 0, 0, 0]","[49, 0, 0, 0, 0, 0]","[7.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011100', '', '', '', '', '']"
2025-10-29T20:44:27.250948+00:00,"[184, 0, 0, 0, 0, 0]","[49, 0, 0, 0, 0, 0]","[7.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011100', '', '', '', '', '']"
2025-10-29T20:44:27.348448+00:00,"[184, 0, 0, 0, 0, 0]","[48, 0, 0, 0, 0, 0]","[7.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011100', '', '', '', '', '']"
2025-10-29T20:44:27.494743+00:00,"[184, 0, 0, 0, 0, 0]","[47, 0, 0, 0, 0, 0]","[7.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011100', '', '', '', '', '']"
2025-10-29T20:44:27.592121+00:00,"[184, 0, 0, 0, 0, 0]","[46, 0, 0, 0, 0, 0]","[7.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011100', '', '', '', '', '']"
2025-10-29T20:44:27.738466+00:00,"[184, 0, 0, 0, 0, 0]","[45, 0, 0, 0, 0, 0]","[7.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011101', '', '', '', '', '']"
2025-10-29T20:44:27.835965+00:00,"[184, 0, 0, 0, 0, 0]","[44, 0, 0, 0, 0, 0]","[7.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011101', '', '', '', '', '']"
2025-10-29T20:44:27.982216+00:00,"[184, 0, 0, 0, 0, 0]","[43, 0, 0, 0, 0, 0]","[7.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011101', '', '', '', '', '']"
2025-10-29T20:44:28.177132+00:00,"[184, 0, 0, 0, 0, 0]","[42, 0, 0, 0, 0, 0]","[7.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011101', '', '', '', '', '']"
2025-10-29T20:44:28.274729+00:00,"[184, 0, 0, 0, 0, 0]","[42, 0, 0, 0, 0, 0]","[7.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011100', '', '', '', '', '']"
