time,target_ids,target_ranges,target_speeds,bin_target_speeds
2025-10-29T20:29:08.596046+00:00,"[200, 0, 0, 0, 0, 0]","[108, 0, 0, 0, 0, 0]","[16.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['01000010', '', '', '', '', '']"
2025-10-29T20:29:08.742304+00:00,"[200, 0, 0, 0, 0, 0]","[106, 0, 0, 0, 0, 0]","[16.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['01000010', '', '', '', '', '']"
2025-10-29T20:29:08.839792+00:00,"[200, 0, 0, 0, 0, 0]","[105, 0, 0, 0, 0, 0]","[16.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['01000001', '', '', '', '', '']"
2025-10-29T20:29:08.986038+00:00,"[200, 0, 0, 0, 0, 0]","[102, 0, 0, 0, 0, 0]","[16.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['01000001', '', '', '', '', '']"
2025-10-29T20:29:09.084061+00:00,"[200, 0, 0, 0, 0, 0]","[100, 0, 0, 0, 0, 0]","[16.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['01000001', '', '', '', '', '']"
2025-10-29T20:29:09.229792+00:00,"[200, 0, 0, 0, 0, 0]","[98, 0, 0, 0, 0, 0]","[16.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['01000001', '', '', '', '', '']"
2025-10-29T20:29:09.424799+00:00,"[200, 0, 0, 0, 0, 0]","[96, 0, 0, 0, 0, 0]","[16.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['01000000', '', '', '', '', '']"
2025-10-29T20:29:09.522295+00:00,"[200, 0, 0, 0, 0, 0]","[94, 0, 0, 0, 0, 0]","[16.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['01000000', '', '', '', '', '']"
2025-10-29T20:29:09.619794+00:00,"[200, 0, 0, 0, 0, 0]","[92, 0, 0, 0, 0, 0]","[16.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['01000000', '', '', '', '', '']"
2025-10-29T20:29:09.717306+00:00,"[200, 0, 0, 0, 0, 0]","[91, 0, 0, 0, 0, 0]","[15.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00111111', '', '', '', '', '']"
2025-10-29T20:29:09.863559+00:00,"[200, 0, 0, 0, 0, 0]","[89, 0, 0, 0, 0, 0]","[15.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00111111', '', '', '', '', '']"
2025-10-29T20:29:09.960998+00:00,"[200, 0, 0, 0, 0, 0]","[88, 0, 0, 0, 0, 0]","[15.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00111111', '', '', '', '', '']"
2025-10-29T20:29:10.155951+00:00,"[200, 0, 0, 0, 0, 0]","[86, 0, 0, 0, 0, 0]","[15.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00111111', '', '', '', '', '']"
2025-10-29T20:29:10.253439+00:00,"[200, 0, 0, 0, 0, 0]","[84, 0, 0, 0, 0, 0]","[15.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00111110', '', '', '', '', '']"
2025-10-29T20:29:10.350929+00:00,"[200, 0, 0, 0, 0, 0]","[82, 0, 0, 0, 0, 0]","[15.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00111110', '', '', '', '', '']"
2025-10-29T20:29:10.497332+00:00,"[200, 0, 0, 0, 0, 0]","[79, 0, 0, 0, 0, 0]","[15.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00111110', '', '', '', '', '']"
2025-10-29T20:29:10.594681+00:00,"[200, 0, 0, 0, 0, 0]","[78, 0, 0, 0, 0, 0]","[15.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00111101', '', '', '', '', '']"
2025-10-29T20:29:10.740947+00:00,"[200, 0, 0, 0, 0, 0]","[76, 0, 0, 0, 0, 0]","[15.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00111101', '', '', '', '', '']"
2025-10-29T20:29:10.838429+00:00,"[200, 0, 0, 0, 0, 0]","[74, 0, 0, 0, 0, 0]","[15.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00111101', '', '', '', '', '']"
2025-10-29T20:29:10.984678+00:00,"[200, 0, 0, 0, 0, 0]","[72, 0, 0, 0, 0, 0]","[15.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00111101', '', '', '', '', '']"
2025-10-29T20:29:11.179684+00:00,"[200, 0, 0, 0, 0, 0]","[70, 0, 0, 0, 0, 0]","[15.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['00111100', '', '', '', '', '']"
2025-10-29T20:29:11.277270+00:00,"[200, 0, 0, 0, 0, 0]","[68, 0, 0, 0, 0, 0]","[15.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['00111100', '', '', '', '', '']"
2025-10-29T20:29:11.374717+00:00,"[200, 0, 0, 0, 0, 0]","[66, 0, 0, 0, 0, 0]","[15.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['00111100', '', '', '', '', '']"
2025-10-29T20:29:11.472207+00:00,"[200, 0, 0, 0, 0, 0]","[65, 0, 0, 0, 0, 0]","[15.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['00111100', '', '', '', '', '']"
2025-10-29T20:29:11.618451+00:00,"[200, 0, 0, 0, 0, 0]","[63, 0, 0, 0, 0, 0]","[14.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00111011', '', '', '', '', '']"
2025-10-29T20:29:11.715947+00:00,"[200, 0, 0, 0, 0, 0]","[62, 0, 0, 0, 0, 0]","[14.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00111011', '', '', '', '', '']"
2025-10-29T20:29:11.862194+00:00,"[200, 0, 0, 0, 0, 0]","[60, 0, 0, 0, 0, 0]","[14.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00111011', '', '', '', '', '']"
2025-10-29T20:29:11.959694+00:00,"[200, 0, 0, 0, 0, 0]","[59, 0, 0, 0, 0, 0]","[14.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00111011', '', '', '', '', '']"
2025-10-29T20:29:12.106456+00:00,"[200, 0, 0, 0, 0, 0]","[57, 0, 0, 0, 0, 0]","[14.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00111011', '', '', '', '', '']"
2025-10-29T20:29:12.252192+00:00,"[200, 0, 0, 0, 0, 0]","[55, 0, 0, 0, 0, 0]","[14.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00111011', '', '', '', '', '']"
2025-10-29T20:29:12.349699+00:00,"[200, 0, 0, 0, 0, 0]","[53, 0, 0, 0, 0, 0]","[14.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00111011', '', '', '', '', '']"
2025-10-29T20:29:12.495944+00:00,"[200, 0, 0, 0, 0, 0]","[51, 0, 0, 0, 0, 0]","[14.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00111011', '', '', '', '', '']"
2025-10-29T20:29:12.593467+00:00,"[200, 0, 0, 0, 0, 0]","[50, 0, 0, 0, 0, 0]","[14.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00111011', '', '', '', '', '']"
2025-10-29T20:29:12.739711+00:00,"[200, 0, 0, 0, 0, 0]","[48, 0, 0, 0, 0, 0]","[14.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00111011', '', '', '', '', '']"
2025-10-29T20:29:12.837204+00:00,"[200, 0, 0, 0, 0, 0]","[46, 0, 0, 0, 0, 0]","[14.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00111011', '', '', '', '', '']"
2025-10-29T20:29:13.032210+00:00,"[200, 0, 0, 0, 0, 0]","[44, 0, 0, 0, 0, 0]","[14.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00111011', '', '', '', '', '']"
2025-10-29T20:29:13.178451+00:00,"[200, 0, 0, 0, 0, 0]","[42, 0, 0, 0, 0, 0]","[14.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00111011', '', '', '', '', '']"
2025-10-29T20:29:13.275960+00:00,"[200, 0, 0, 0, 0, 0]","[40, 0, 0, 0, 0, 0]","[14.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00111011', '', '', '', '', '']"
2025-10-29T20:29:13.373462+00:00,"[200, 0, 0, 0, 0, 0]","[38, 0, 0, 0, 0, 0]","[14.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00111011', '', '', '', '', '']"
2025-10-29T20:29:13.470977+00:00,"[200, 0, 0, 0, 0, 0]","[36, 0, 0, 0, 0, 0]","[14.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00111011', '', '', '', '', '']"
2025-10-29T20:29:13.617217+00:00,"[200, 0, 0, 0, 0, 0]","[35, 0, 0, 0, 0, 0]","[14.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00111011', '', '', '', '', '']"
2025-10-29T20:29:13.714721+00:00,"[200, 0, 0, 0, 0, 0]","[33, 0, 0, 0, 0, 0]","[14.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00111011', '', '', '', '', '']"
2025-10-29T20:29:13.860985+00:00,"[200, 0, 0, 0, 0, 0]","[31, 0, 0, 0, 0, 0]","[14.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00111011', '', '', '', '', '']"
2025-10-29T20:29:14.007219+00:00,"[200, 0, 0, 0, 0, 0]","[30, 0, 0, 0, 0, 0]","[14.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00111011', '', '', '', '', '']"
2025-10-29T20:29:14.154080+00:00,"[200, 0, 0, 0, 0, 0]","[28, 0, 0, 0, 0, 0]","[14.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00111011', '', '', '', '', '']"
2025-10-29T20:29:14.250952+00:00,"[200, 0, 0, 0, 0, 0]","[26, 0, 0, 0, 0, 0]","[14.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00111011', '', '', '', '', '']"
2025-10-29T20:29:14.348567+00:00,"[200, 0, 0, 0, 0, 0]","[24, 0, 0, 0, 0, 0]","[14.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00111011', '', '', '', '', '']"
2025-10-29T20:29:14.494812+00:00,"[200, 0, 0, 0, 0, 0]","[22, 0, 0, 0, 0, 0]","[14.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00111011', '', '', '', '', '']"
2025-10-29T20:29:14.592214+00:00,"[200, 0, 0, 0, 0, 0]","[20, 0, 0, 0, 0, 0]","[14.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00111011', '', '', '', '', '']"
2025-10-29T20:29:14.738478+00:00,"[200, 0, 0, 0, 0, 0]","[18, 0, 0, 0, 0, 0]","[14.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00111010', '', '', '', '', '']"
2025-10-29T20:29:14.835981+00:00,"[200, 0, 0, 0, 0, 0]","[16, 0, 0, 0, 0, 0]","[14.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00111010', '', '', '', '', '']"
2025-10-29T20:29:14.982233+00:00,"[200, 0, 0, 0, 0, 0]","[15, 0, 0, 0, 0, 0]","[14.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00111010', '', '', '', '', '']"
2025-10-29T20:29:15.177240+00:00,"[200, 0, 0, 0, 0, 0]","[13, 0, 0, 0, 0, 0]","[14.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00111010', '', '', '', '', '']"
2025-10-29T20:29:15.274735+00:00,"[200, 0, 0, 0, 0, 0]","[12, 0, 0, 0, 0, 0]","[14.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00111010', '', '', '', '', '']"
2025-10-29T20:29:15.372236+00:00,"[200, 0, 0, 0, 0, 0]","[10, 0, 0, 0, 0, 0]","[14.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00111010', '', '', '', '', '']"
2025-10-29T20:29:15.518512+00:00,"[200, 0, 0, 0, 0, 0]","[9, 0, 0, 0, 0, 0]","[14.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00111001', '', '', '', '', '']"
2025-10-29T20:29:15.615991+00:00,"[200, 0, 0, 0, 0, 0]","[8, 0, 0, 0, 0, 0]","[14.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['00111000', '', '', '', '', '']"
2025-10-29T20:29:15.713498+00:00,"[200, 0, 0, 0, 0, 0]","[7, 0, 0, 0, 0, 0]","[13.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00110111', '', '', '', '', '']"
2025-10-29T20:29:15.859746+00:00,"[200, 0, 0, 0, 0, 0]","[6, 0, 0, 0, 0, 0]","[13.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00110101', '', '', '', '', '']"
2025-10-29T20:29:15.957241+00:00,"[200, 0, 0, 0, 0, 0]","[6, 0, 0, 0, 0, 0]","[13.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['00110100', '', '', '', '', '']"
2025-10-29T20:29:16.104007+00:00,"[200, 0, 0, 0, 0, 0]","[4, 0, 0, 0, 0, 0]","[12.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00110011', '', '', '', '', '']"
2025-10-29T20:29:16.249767+00:00,"[200, 0, 0, 0, 0, 0]","[3, 0, 0, 0, 0, 0]","[12.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00110011', '', '', '', '', '']"
2025-10-29T20:29:16.347250+00:00,"[200, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0]","[12.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00110011', '', '', '', '', '']"
2025-10-29T20:31:34.993887+00:00,"[148, 0, 0, 0, 0, 0]","[128, 0, 0, 0, 0, 0]","[10.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00101010', '', '', '', '', '']"
2025-10-29T20:31:35.140563+00:00,"[148, 0, 0, 0, 0, 0]","[126, 0, 0, 0, 0, 0]","[10.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00101001', '', '', '', '', '']"
2025-10-29T20:31:35.237630+00:00,"[148, 0, 0, 0, 0, 0]","[125, 0, 0, 0, 0, 0]","[10.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['00101000', '', '', '', '', '']"
2025-10-29T20:31:35.383877+00:00,"[148, 0, 0, 0, 0, 0]","[124, 0, 0, 0, 0, 0]","[10.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['00101000', '', '', '', '', '']"
2025-10-29T20:31:35.481390+00:00,"[148, 0, 0, 0, 0, 0]","[123, 0, 0, 0, 0, 0]","[9.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00100111', '', '', '', '', '']"
2025-10-29T20:31:35.627634+00:00,"[148, 0, 0, 0, 0, 0]","[123, 0, 0, 0, 0, 0]","[9.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00100110', '', '', '', '', '']"
2025-10-29T20:31:35.725149+00:00,"[148, 0, 0, 0, 0, 0]","[121, 0, 0, 0, 0, 0]","[9.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00100110', '', '', '', '', '']"
2025-10-29T20:31:35.871279+00:00,"[148, 0, 0, 0, 0, 0]","[120, 0, 0, 0, 0, 0]","[9.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00100101', '', '', '', '', '']"
2025-10-29T20:31:35.968906+00:00,"[148, 0, 0, 0, 0, 0]","[119, 0, 0, 0, 0, 0]","[9.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00100101', '', '', '', '', '']"
2025-10-29T20:31:36.163901+00:00,"[148, 0, 0, 0, 0, 0]","[118, 0, 0, 0, 0, 0]","[9.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['00100100', '', '', '', '', '']"
2025-10-29T20:31:36.261332+00:00,"[148, 0, 0, 0, 0, 0]","[117, 0, 0, 0, 0, 0]","[9.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['00100100', '', '', '', '', '']"
2025-10-29T20:31:36.358766+00:00,"[148, 0, 0, 0, 0, 0]","[116, 0, 0, 0, 0, 0]","[9.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['00100100', '', '', '', '', '']"
2025-10-29T20:31:36.505046+00:00,"[148, 0, 0, 0, 0, 0]","[115, 0, 0, 0, 0, 0]","[9.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['00100100', '', '', '', '', '']"
2025-10-29T20:31:36.602534+00:00,"[148, 0, 0, 0, 0, 0]","[114, 0, 0, 0, 0, 0]","[8.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00100011', '', '', '', '', '']"
2025-10-29T20:31:36.748779+00:00,"[148, 0, 0, 0, 0, 0]","[113, 0, 0, 0, 0, 0]","[8.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00100011', '', '', '', '', '']"
2025-10-29T20:31:36.846284+00:00,"[148, 0, 0, 0, 0, 0]","[112, 0, 0, 0, 0, 0]","[8.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00100011', '', '', '', '', '']"
2025-10-29T20:31:36.992531+00:00,"[148, 0, 0, 0, 0, 0]","[111, 0, 0, 0, 0, 0]","[8.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00100011', '', '', '', '', '']"
2025-10-29T20:31:37.139285+00:00,"[148, 0, 0, 0, 0, 0]","[110, 0, 0, 0, 0, 0]","[8.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00100010', '', '', '', '', '']"
2025-10-29T20:31:37.236277+00:00,"[148, 0, 0, 0, 0, 0]","[109, 0, 0, 0, 0, 0]","[8.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00100010', '', '', '', '', '']"
2025-10-29T20:31:37.333781+00:00,"[148, 0, 0, 0, 0, 0]","[108, 0, 0, 0, 0, 0]","[8.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00100010', '', '', '', '', '']"
2025-10-29T20:31:37.480043+00:00,"[148, 0, 0, 0, 0, 0]","[107, 0, 0, 0, 0, 0]","[8.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00100010', '', '', '', '', '']"
2025-10-29T20:31:37.626303+00:00,"[148, 0, 0, 0, 0, 0]","[107, 0, 0, 0, 0, 0]","[8.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00100010', '', '', '', '', '']"
2025-10-29T20:31:37.723790+00:00,"[148, 0, 0, 0, 0, 0]","[106, 0, 0, 0, 0, 0]","[8.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00100001', '', '', '', '', '']"
2025-10-29T20:31:37.870048+00:00,"[148, 0, 0, 0, 0, 0]","[105, 0, 0, 0, 0, 0]","[8.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00100001', '', '', '', '', '']"
2025-10-29T20:31:37.967540+00:00,"[148, 0, 0, 0, 0, 0]","[104, 0, 0, 0, 0, 0]","[8.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00100001', '', '', '', '', '']"
2025-10-29T20:31:38.162543+00:00,"[148, 0, 0, 0, 0, 0]","[103, 0, 0, 0, 0, 0]","[8.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00100001', '', '', '', '', '']"
2025-10-29T20:31:38.260168+00:00,"[148, 0, 0, 0, 0, 0]","[101, 0, 0, 0, 0, 0]","[8.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00100001', '', '', '', '', '']"
2025-10-29T20:31:38.357536+00:00,"[148, 0, 0, 0, 0, 0]","[101, 0, 0, 0, 0, 0]","[8.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00100001', '', '', '', '', '']"
2025-10-29T20:31:38.503799+00:00,"[148, 0, 0, 0, 0, 0]","[100, 0, 0, 0, 0, 0]","[8.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00100001', '', '', '', '', '']"
2025-10-29T20:31:38.601307+00:00,"[148, 0, 0, 0, 0, 0]","[98, 0, 0, 0, 0, 0]","[8.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00100001', '', '', '', '', '']"
2025-10-29T20:31:38.747551+00:00,"[148, 0, 0, 0, 0, 0]","[97, 0, 0, 0, 0, 0]","[8.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['00100000', '', '', '', '', '']"
2025-10-29T20:31:38.845065+00:00,"[148, 0, 0, 0, 0, 0]","[96, 0, 0, 0, 0, 0]","[8.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['00100000', '', '', '', '', '']"
2025-10-29T20:31:38.991297+00:00,"[148, 0, 0, 0, 0, 0]","[95, 0, 0, 0, 0, 0]","[8.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['00100000', '', '', '', '', '']"
2025-10-29T20:31:39.089306+00:00,"[148, 0, 0, 0, 0, 0]","[95, 0, 0, 0, 0, 0]","[8.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['00100000', '', '', '', '', '']"
2025-10-29T20:31:39.235051+00:00,"[148, 0, 0, 0, 0, 0]","[94, 0, 0, 0, 0, 0]","[8.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['00100000', '', '', '', '', '']"
2025-10-29T20:31:39.332546+00:00,"[148, 0, 0, 0, 0, 0]","[93, 0, 0, 0, 0, 0]","[8.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['00100000', '', '', '', '', '']"
2025-10-29T20:31:39.478816+00:00,"[148, 0, 0, 0, 0, 0]","[92, 0, 0, 0, 0, 0]","[8.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['00100000', '', '', '', '', '']"
2025-10-29T20:31:39.625182+00:00,"[148, 0, 0, 0, 0, 0]","[91, 0, 0, 0, 0, 0]","[8.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['00100000', '', '', '', '', '']"
2025-10-29T20:31:39.722569+00:00,"[148, 0, 0, 0, 0, 0]","[90, 0, 0, 0, 0, 0]","[8.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['00100000', '', '', '', '', '']"
2025-10-29T20:31:39.868819+00:00,"[148, 0, 0, 0, 0, 0]","[90, 0, 0, 0, 0, 0]","[8.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['00100000', '', '', '', '', '']"
2025-10-29T20:31:39.966315+00:00,"[148, 0, 0, 0, 0, 0]","[89, 0, 0, 0, 0, 0]","[8.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['00100000', '', '', '', '', '']"
2025-10-29T20:31:40.161438+00:00,"[148, 0, 0, 0, 0, 0]","[88, 0, 0, 0, 0, 0]","[8.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['00100000', '', '', '', '', '']"
2025-10-29T20:31:40.258881+00:00,"[148, 0, 0, 0, 0, 0]","[87, 0, 0, 0, 0, 0]","[7.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011111', '', '', '', '', '']"
2025-10-29T20:31:40.356434+00:00,"[148, 0, 0, 0, 0, 0]","[86, 0, 0, 0, 0, 0]","[7.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011111', '', '', '', '', '']"
2025-10-29T20:31:40.502691+00:00,"[148, 0, 0, 0, 0, 0]","[85, 0, 0, 0, 0, 0]","[7.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011111', '', '', '', '', '']"
2025-10-29T20:31:40.600183+00:00,"[148, 0, 0, 0, 0, 0]","[85, 0, 0, 0, 0, 0]","[7.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011111', '', '', '', '', '']"
2025-10-29T20:31:40.746437+00:00,"[148, 0, 0, 0, 0, 0]","[84, 0, 0, 0, 0, 0]","[7.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011111', '', '', '', '', '']"
2025-10-29T20:31:40.843936+00:00,"[148, 0, 0, 0, 0, 0]","[83, 0, 0, 0, 0, 0]","[7.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011111', '', '', '', '', '']"
2025-10-29T20:31:40.990185+00:00,"[148, 0, 0, 0, 0, 0]","[82, 0, 0, 0, 0, 0]","[7.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011111', '', '', '', '', '']"
2025-10-29T20:31:41.088214+00:00,"[148, 0, 0, 0, 0, 0]","[81, 0, 0, 0, 0, 0]","[7.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011111', '', '', '', '', '']"
2025-10-29T20:31:41.233877+00:00,"[148, 0, 0, 0, 0, 0]","[80, 0, 0, 0, 0, 0]","[7.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011111', '', '', '', '', '']"
2025-10-29T20:31:41.380197+00:00,"[148, 0, 0, 0, 0, 0]","[79, 0, 0, 0, 0, 0]","[7.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011111', '', '', '', '', '']"
2025-10-29T20:31:41.477590+00:00,"[148, 0, 0, 0, 0, 0]","[78, 0, 0, 0, 0, 0]","[7.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011111', '', '', '', '', '']"
2025-10-29T20:31:41.623829+00:00,"[148, 0, 0, 0, 0, 0]","[77, 0, 0, 0, 0, 0]","[7.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011111', '', '', '', '', '']"
2025-10-29T20:31:41.721340+00:00,"[148, 0, 0, 0, 0, 0]","[77, 0, 0, 0, 0, 0]","[7.75, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011111', '', '', '', '', '']"
2025-10-29T20:31:41.867601+00:00,"[148, 0, 0, 0, 0, 0]","[76, 0, 0, 0, 0, 0]","[7.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011110', '', '', '', '', '']"
2025-10-29T20:31:41.965100+00:00,"[148, 0, 0, 0, 0, 0]","[75, 0, 0, 0, 0, 0]","[7.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011110', '', '', '', '', '']"
2025-10-29T20:31:42.160097+00:00,"[148, 0, 0, 0, 0, 0]","[74, 0, 0, 0, 0, 0]","[7.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011110', '', '', '', '', '']"
2025-10-29T20:31:42.257600+00:00,"[148, 0, 0, 0, 0, 0]","[73, 0, 0, 0, 0, 0]","[7.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011110', '', '', '', '', '']"
2025-10-29T20:31:42.355090+00:00,"[148, 0, 0, 0, 0, 0]","[72, 0, 0, 0, 0, 0]","[7.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011110', '', '', '', '', '']"
2025-10-29T20:31:42.501447+00:00,"[148, 0, 0, 0, 0, 0]","[71, 0, 0, 0, 0, 0]","[7.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011110', '', '', '', '', '']"
2025-10-29T20:31:42.598902+00:00,"[148, 0, 0, 0, 0, 0]","[70, 0, 0, 0, 0, 0]","[7.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011110', '', '', '', '', '']"
2025-10-29T20:31:42.745148+00:00,"[148, 0, 0, 0, 0, 0]","[70, 0, 0, 0, 0, 0]","[7.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011110', '', '', '', '', '']"
2025-10-29T20:31:42.842619+00:00,"[148, 0, 0, 0, 0, 0]","[69, 0, 0, 0, 0, 0]","[7.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011110', '', '', '', '', '']"
2025-10-29T20:31:42.988851+00:00,"[148, 0, 0, 0, 0, 0]","[68, 0, 0, 0, 0, 0]","[7.5, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011110', '', '', '', '', '']"
2025-10-29T20:31:43.086854+00:00,"[148, 0, 0, 0, 0, 0]","[67, 0, 0, 0, 0, 0]","[7.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011101', '', '', '', '', '']"
2025-10-29T20:31:43.281349+00:00,"[148, 0, 0, 0, 0, 0]","[66, 0, 0, 0, 0, 0]","[7.25, 0.0, 0.0, 0.0, 0.0, 0.0]","['00011101', '', '', '', '', '']"
